case_id,cycle_duration,normalized_score
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0.05
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0.1
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0
24,15,0.3684210526315789
24,15,0.18421052631578946
24,15,0.3684210526315789
24,15,0.18421052631578946
24,15,0.3684210526315789
24,15,0.18421052631578946
24,15,0.18421052631578946
25,15,0.8875
25,15,0.8965000152587891
25,15,0.8725
25,15,0.8975
25,15,0.8725
25,15,0.9575
25,15,0.9575
25,15,0.9575
25,15,0.9575
25,15,0.9575
25,15,0.95
25,15,0.9075
25,15,0.9075
25,15,0.8875
25,15,0.8725
25,15,0.9575
25,15,0.8325
25,15,0.865
25,15,0.89
25,15,0.89
26,15,0.7357142857142858
26,15,0.7142857142857143
26,15,0.5428571428571428
26,15,0.7727272727272727
26,15,0.7357142857142858
26,15,0.7357142857142858
26,15,0.7571428571428571
26,15,0.7571428571428571
26,15,0.7818181818181819
26,15,0.7727272727272727
26,15,0.7545454545454545
26,15,0.7909090909090909
26,15,0.7636363636363637
26,15,0.7272727272727273
26,15,0.7727272727272727
26,15,0.7727272727272727
26,15,0.7727272727272727
26,15,0.7357142857142858
26,15,0.7357142857142858
26,15,0.5142857142857142
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.8903225806451613
27,15,0.9032258064516129
27,15,0.9032258064516129
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.896551724137931
27,15,0.8903225806451613
27,15,0.9032258064516129
27,15,0.9032258064516129
27,15,0.896774193548387
27,15,0.9032258064516129
27,15,0.9032258064516129
27,15,0.9032258064516129
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
28,15,0
29,15,0.9444444444444444
29,15,0.8583333333333333
29,15,0.8166666666666667
29,15,1
29,15,0.8111111111111111
29,15,0.75
29,15,0.8583333333333333
29,15,0.9166666666666666
29,15,0.75
29,15,0.9722222222222222
29,15,0.8815384498009315
29,15,0.8846153846153846
29,15,0.8846153846153846
29,15,0.8815384498009315
29,15,0.8442307692307692
29,15,0.8326923076923077
29,15,0.8846153846153846
29,15,0.8846153846153846
29,15,0.8603846036470854
29,15,0.8480769230769231
30,15,0.6409090909090909
30,15,0.6409090909090909
30,15,0.4954545454545455
30,15,0.39090909090909093
30,15,0.5954545454545455
30,15,0.5863636363636363
30,15,0.4863636363636364
30,15,0.5954545454545455
30,15,0.5272727272727272
30,15,0.5681818181818182
31,15,1
31,15,0.9125
31,15,0.89375
31,15,0.8633333333333333
31,15,0.8866666666666667
31,15,0.89
31,15,0.8633333333333333
31,15,0.85
31,15,1
31,15,1
31,15,0.89
31,15,0.9375
31,15,0.95
31,15,0.8866666666666667
31,15,0.93
31,15,0.93
31,15,0.885
31,15,0.9538461538461539
31,15,0.9307692307692308
31,15,0.9307692307692308
31,15,0.8846153846153846
31,15,1
31,15,0.9307692307692308
31,15,0.9384615384615385
31,15,0.9153846153846154
31,15,0.9230769230769231
31,15,0.9384615384615385
31,15,1
31,15,1
31,15,1
32,15,0.54
32,15,0.54
32,15,0.54
32,15,0.54
32,15,0.5
32,15,0.55
32,15,0.5
32,15,0.57
32,15,0.5
32,15,0.54
32,15,0.14285714285714285
32,15,0.12142857142857143
32,15,0.14285714285714285
32,15,0.12857142857142856
32,15,0.12142857142857143
32,15,0.14285714285714285
32,15,0.14285714285714285
32,15,0.14285714285714285
32,15,0.14285714285714285
32,15,0.14285714285714285
33,15,0.7227272727272728
33,15,0.615
33,15,0.625
33,15,0.645
33,15,0.645
33,15,0.635
33,15,0.635
33,15,0.625
33,15,0.625
33,15,0.625
33,15,0.7227272727272728
33,15,0.7227272727272728
33,15,0.7227272727272728
33,15,0.7227272727272728
33,15,0.6863636363636364
33,15,0.675
33,15,0.7295454545454545
33,15,0.7022727272727273
33,15,0.7227272727272728
33,15,0.595
33,15,0.8941176470588236
33,15,0.6958333333333333
33,15,0.6958333333333333
33,15,0.6958333333333333
33,15,0.8941176470588236
33,15,0.8352941176470589
33,15,0.8823529411764706
33,15,0.8352941176470589
33,15,0.8147058823529412
33,15,0.8
33,15,0.788235294117647
33,15,0.8823529411764706
33,15,0.6958333333333333
33,15,0.7041666666666667
33,15,0.7041666666666667
33,15,0.6958333333333333
33,15,0.7041666666666667
33,15,0.7458333333333333
33,15,0.6708333333333333
33,15,0.7735294117647059
33,15,0.6681818181818182
33,15,0.6681818181818182
33,15,0.6681818181818182
33,15,0.6681818181818182
33,15,0.7681818181818182
33,15,0.6681818181818182
33,15,0.759090909090909
33,15,0.7681818181818182
33,15,0.6681818181818182
33,15,0.6681818181818182
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0
34,15,0.19047619047619047
35,15,0.8275
35,15,0.8625
35,15,0.8075
35,15,0.82
35,15,0.8475
35,15,0.8855000305175781
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.8375
35,15,0.8125
35,15,0.8525
35,15,0.8075
35,15,0.815
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.22083333333333333
35,15,0.84375
35,15,0.871875
35,15,0.8625
35,15,0.84375
35,15,0.8625
35,15,0.8912500381469727
35,15,0.81875
35,15,0.846875
35,15,0.8949999809265137
35,15,0.875
35,15,0.7825
35,15,0.84
35,15,0.8725
35,15,0.8775
35,15,0.8775
35,15,0.9025
35,15,0.8275
35,15,0.8275
35,15,0.8275
35,15,0.855
35,15,0.85
35,15,0.855
35,15,0.81
35,15,0.855
35,15,0.835
35,15,0.855
35,15,0.835
35,15,0.855
35,15,0.855
35,15,0.8604166666666667
35,15,0.86875
35,15,0.8291666666666667
35,15,0.8166666666666667
35,15,0.81875
35,15,0.8104166666666667
35,15,0.81875
35,15,0.81875
35,15,0.86875
35,15,0.8145833333333333
35,15,0.85
35,15,0.85
35,15,0.8288461538461539
35,15,0.825
35,15,0.8076923076923077
35,15,0.8711538461538462
35,15,0.85
35,15,0.825
35,15,0.823076923076923
35,15,0.825
35,15,0.90625
35,15,0.925
35,15,0.9
35,15,0.95
35,15,0.934375
35,15,0.934375
35,15,0.915625
35,15,0.915625
35,15,0.9625
35,15,0.9
37,15,0.905
37,15,0.905
37,15,0.86
37,15,0.83
37,15,0.958
37,15,0.974
37,15,0.974
37,15,0.974
37,15,0.948
37,15,0.974
37,15,0.896
37,15,0.89
37,15,0.974
37,15,0.9
37,15,0.95
37,15,0.95
37,15,0.95
37,15,0.9706896551724138
37,15,0.9241379310344827
37,15,0.9603448275862069
37,15,0.8827586206896552
37,15,0.95
37,15,0.95
37,15,0.95
37,15,0.835
37,15,0.79
37,15,0.905
37,15,0.905
37,15,0.83
37,15,0.8125
38,15,0.8769230769230769
38,15,0.8907407407407407
38,15,0.8740740740740741
38,15,0.8351851851851851
38,15,0.8537037037037037
38,15,0.8888888888888888
38,15,0.8537037037037037
38,15,0.7759259259259259
38,15,0.7592592592592593
38,15,0.7537037037037037
38,15,0.7592592592592593
38,15,0.7592592592592593
38,15,0.7592592592592593
38,15,0.7759259259259259
38,15,0.7462962962962963
38,15,0.7592592592592593
38,15,0.7537037037037037
38,15,0.9423076923076923
38,15,0.9423076923076923
38,15,0.8961538461538462
38,15,0.8961538461538462
38,15,0.8961538461538462
38,15,0.8807692307692307
38,15,0.8537037037037037
38,15,0.8923076923076924
38,15,0.8961538461538462
38,15,0.8807692307692307
38,15,0.8537037037037037
38,15,0.8537037037037037
38,15,0.8518518518518519
39,15,0.8117647058823529
39,15,0.9217646879308364
39,15,0.884375
39,15,0.88125
39,15,0.9375
39,15,0.940625
39,15,0.940625
39,15,0.940625
39,15,0.9
39,15,0.95625
39,15,0.9375
39,15,0.94375
39,15,0.88125
39,15,0.871875
39,15,0.940625
39,15,0.878125
39,15,0.9375
39,15,0.9375
39,15,0.95625
39,15,0.9125
39,15,0.9176470588235294
39,15,0.8470588235294118
39,15,0.8117647058823529
39,15,0.871875
39,15,0.95625
39,15,0.9176470588235294
39,15,0.9
39,15,0.9
39,15,0.9
39,15,0.8117647058823529
40,15,0.07692307692307693
40,15,0.8865384615384615
40,15,0.8865384615384615
40,15,0.9017857142857143
40,15,0.8946428571428572
40,15,0.07142857142857142
40,15,0.07142857142857142
40,15,0.07142857142857142
40,15,0
40,15,0
40,15,0
40,15,0
40,15,0.07142857142857142
40,15,0.07692307692307693
40,15,0.07692307692307693
40,15,0.19230769230769232
40,15,0.07692307692307693
40,15,0.07692307692307693
40,15,0
40,15,0.07692307692307693
41,15,0.8733333333333333
41,15,0.8733333333333333
41,15,0.8733333333333333
41,15,0.8823529411764706
41,15,0.9058823529411765
41,15,0.8941176470588236
41,15,0.8411764705882353
41,15,0.8411764705882353
41,15,0.8933333333333333
41,15,0.9846153846153847
41,15,0.9846153846153847
41,15,0.9846153846153847
41,15,1
41,15,0.9846153846153847
41,15,0.9846153846153847
41,15,0.8733333333333333
41,15,0.8733333333333333
41,15,0.9615384615384616
41,15,0.9461538461538461
41,15,0.9307692307692308
41,15,0.8823529411764706
41,15,0.8823529411764706
41,15,0.8411764705882353
41,15,1
41,15,0.8647058823529412
41,15,0.8647058823529412
41,15,0.8733333333333333
41,15,0.8733333333333333
41,15,0.8733333333333333
41,15,0.8733333333333333
43,15,0.8235294117647058
43,15,0.8235294117647058
43,15,0.8470588235294118
43,15,0.8235294117647058
43,15,0.861764705882353
43,15,0.8235294117647058
43,15,0.8470588235294118
43,15,0.8470588235294118
43,15,0.8235294117647058
43,15,0.8470588235294118
58,15,0.8520833333333333
58,15,0.8270833333333333
58,15,0.8541666666666666
58,15,0.8604166666666667
58,15,0.88125
58,15,0.8270833333333333
58,15,0.8354166666666667
58,15,0.8354166666666667
58,15,0.7854166666666667
58,15,0.8729166666666667
59,15,0.7926470588235294
59,15,0.8809091047807174
59,15,0.8809091047807174
59,15,0.8529411764705882
59,15,0.8529411764705882
59,15,0.8529411764705882
59,15,0.836764705882353
59,15,0.9027777777777778
59,15,0.9027777777777778
59,15,0.8694444444444445
59,15,0.9027777777777778
59,15,0.8694444444444445
59,15,0.8961111280653212
59,15,0.9027777777777778
59,15,0.8961111280653212
59,15,0.9027777777777778
59,15,0.9027777777777778
59,15,0.8625
59,15,0.8714285714285714
59,15,0.8714285714285714
59,15,0.8714285714285714
59,15,0.8928571428571429
59,15,0.8857142857142857
59,15,0.8267857142857142
59,15,0.8446428571428571
59,15,0.8714285714285714
59,15,0.8714285714285714
59,15,0.7779411764705882
59,15,0.8863636363636364
59,15,0.836764705882353
59,15,0.8809091047807174
59,15,0.8863636363636364
59,15,0.8809091047807174
59,15,0.8809091047807174
59,15,0.8863636363636364
59,15,0.8863636363636364
59,15,0.836764705882353
59,15,0.8863636363636364
59,15,0.8470588235294118
59,15,0.8426470588235294
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
60,15,0.9065217391304348
61,15,0.9289473684210526
61,15,0.9236842105263158
61,15,0.9025
61,15,0.9552631578947368
61,15,0.9236842105263158
61,15,0.9025
61,15,0.935
61,15,0.9025
61,15,0.935
61,15,0.935
61,15,0.9447368421052632
61,15,0.9552631578947368
61,15,0.935
61,15,0.9552631578947368
61,15,0.9552631578947368
61,15,0.9552631578947368
61,15,0.9552631578947368
61,15,0.9025
61,15,0.935
61,15,0.9275
61,15,0.9275
61,15,0.935
61,15,0.935
61,15,0.935
61,15,0.935
61,15,0.9025
61,15,0.9025
61,15,0.9025
61,15,0.935
61,15,0.935
62,15,0.8594444274902344
62,15,0.86499998304579
62,15,0.86499998304579
62,15,0.9019230769230769
62,15,0.9019230769230769
62,15,0.9019230769230769
62,15,0.8480769230769231
62,15,0.8480769230769231
62,15,0.9019230769230769
62,15,0.9057692307692308
62,15,0.9019230769230769
62,15,0.9019230769230769
62,15,0.9057692307692308
62,15,0.86499998304579
62,15,0.8583333333333333
62,15,0.86499998304579
62,15,0.8527777777777777
62,15,0.86499998304579
62,15,0.86499998304579
62,15,0.86499998304579
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
63,15,0
64,15,1
64,15,0.96
64,15,0.5777777777777777
64,15,0.7138888888888889
64,15,0.96
64,15,0.96
64,15,0.96
64,15,0.96
64,15,0.93
64,15,1
64,15,0.96
64,15,0.8866666666666667
64,15,0.6361111111111111
64,15,0.7361111111111112
64,15,0.7138888888888889
64,15,0.7361111111111112
64,15,0.7194444444444444
64,15,0.7194444444444444
64,15,0.5777777777777777
64,15,0.5777777777777777
65,15,0.882258064516129
65,15,0.882258064516129
65,15,0.8435483870967742
65,15,0.882258064516129
65,15,0.882258064516129
65,15,0.8887096774193548
65,15,0.885483870967742
65,15,0.8887096774193548
65,15,0.882258064516129
65,15,0.853225806451613
66,15,0.8928571428571429
66,15,0.8928571428571429
66,15,0
66,15,0.14285714285714285
66,15,0.8928571428571429
66,15,0.8928571428571429
66,15,1
66,15,1
66,15,1
66,15,1
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
67,15,0
68,15,0.8595238095238096
68,15,0.8333333333333334
68,15,0.9636363636363636
68,15,0.9636363636363636
68,15,1
68,15,1
68,15,0.9090909090909091
68,15,0.8181818181818182
68,15,0.9090909090909091
68,15,0.9454545454545454
68,15,0.9090909090909091
68,15,0.9636363636363636
68,15,0.9125
68,15,0.875
68,15,0.875
68,15,0.7833333333333333
68,15,0.7642857142857142
68,15,0.7642857142857142
68,15,0.8375
68,15,0.9
68,15,0.9125
68,15,0.9125
68,15,0.895
68,15,0.8475
68,15,0.9125
68,15,0.7642857142857142
68,15,0.8595238095238096
68,15,0.8214285714285714
68,15,0.8142857142857143
68,15,0.8
69,15,0
69,15,0
69,15,0
69,15,0.8981481481481481
69,15,0.8981481481481481
69,15,0.8981481481481481
69,15,0.8166666666666667
69,15,0.8166666666666667
69,15,0
69,15,0.7814814814814814
69,15,0
69,15,0
69,15,0
69,15,0.8131578947368421
69,15,0.8131578947368421
69,15,0.7526315789473684
69,15,0.7526315789473684
69,15,0.7526315789473684
69,15,0.7526315789473684
69,15,0
70,15,0.89
70,15,0.9142857142857143
70,15,0.9142857142857143
70,15,0.8875
70,15,0.895
70,15,0.93
70,15,0.93
70,15,0.89
70,15,0.89
70,15,0.89
70,15,0.885
70,15,0.93
70,15,0.8928571428571429
70,15,0.9071428571428571
70,15,0.93
70,15,0.895
70,15,0.9
70,15,0.93
70,15,0.89
70,15,0.89
70,15,0.8928571428571429
70,15,0.8928571428571429
70,15,0.8928571428571429
70,15,0.93
70,15,0.8975
70,15,0.89
70,15,0.89
70,15,0.9142857142857143
70,15,1
70,15,0.8928571428571429
70,15,0.93
70,15,0.9
70,15,0.93
70,15,0.89
70,15,0.9
70,15,0.93
70,15,0.8875
70,15,0.9
70,15,0.93
70,15,0.89
71,15,0.7636363636363637
71,15,0.7160714285714286
71,15,0.6357142857142857
71,15,0.7375
71,15,0.7392857142857143
71,15,0.7410714285714286
71,15,0.7107142857142857
71,15,0.7535714285714286
71,15,0.9454545454545454
71,15,0.5324675324675324
71,15,0.551948051948052
71,15,0.5909090909090909
71,15,0.8
71,15,0.7416666666666667
71,15,0.6366666666666667
71,15,0.7566666666666667
71,15,0.8
71,15,0.7233333333333334
71,15,0.69
71,15,0.551948051948052
71,15,0.551948051948052
71,15,1
71,15,0.8909090909090909
71,15,0.8181818181818182
71,15,0.8272727272727273
71,15,0.8787878787878788
71,15,0.7636363636363637
71,15,0.7333333333333333
71,15,0.7636363636363637
71,15,0.6625
71,15,0.7416666666666667
71,15,0.725
71,15,0.6875
71,15,0.551948051948052
71,15,0.5909090909090909
71,15,0.5324675324675324
71,15,0.5324675324675324
71,15,0.5324675324675324
71,15,0.7089285714285715
71,15,0.7166666666666667
72,15,0.9636363636363636
72,15,0.9388888888888889
72,15,0.9388888888888889
72,15,0.9648148148148148
72,15,0.8462962962962963
72,15,0.9388888888888889
72,15,0.9388888888888889
72,15,0.7681818181818182
72,15,0.9272727272727272
72,15,0.7681818181818182
72,15,0.7681818181818182
72,15,0.8462962962962963
72,15,0.8318181818181818
72,15,0.9636363636363636
72,15,0.9636363636363636
72,15,0.759090909090909
72,15,0.7227272727272728
72,15,0.8462962962962963
72,15,0.8462962962962963
72,15,0.8462962962962963
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
73,15,0
74,15,0.8775
74,15,0.9025
74,15,0.8775
74,15,0.8775
74,15,0.86
74,15,0.8775
74,15,0.85
74,15,0.85
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.9022727272727272
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.9025
74,15,0.8775
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.8862745247635186
74,15,0.885294147566253
74,15,0.8862745247635186
74,15,0.8804545315829191
74,15,0.8804545315829191
74,15,0.8804545315829191
75,15,0.8125
75,15,0.775
75,15,0.7825
75,15,0.775
75,15,0.8425
75,15,0.8525
75,15,0.91
75,15,0.835
75,15,0.8625
75,15,0.8175
76,15,0.9
76,15,0.84
76,15,0.8866666666666667
76,15,0.8866666666666667
76,15,0.9
76,15,0.9
76,15,0.9
76,15,0.84
76,15,0.84
76,15,0.8533333333333334
77,15,0.875
77,15,0.875
77,15,0.875
77,15,0.8788461538461538
77,15,0.8326923076923077
77,15,0.8288461538461539
77,15,0.8307692307692308
77,15,0.8519230769230769
77,15,0.8519230769230769
77,15,0.825
77,15,0.8538461538461538
77,15,0.8983870967741936
77,15,0.9048387096774193
77,15,0.9241935483870968
77,15,0.8983870967741936
77,15,0.8983870967741936
77,15,0.8983870967741936
77,15,0.9048387096774193
77,15,0.8983870967741936
77,15,0.8983870967741936
77,15,0.8788461538461538
77,15,0.8788461538461538
77,15,0.8884615384615384
77,15,0.8865384615384615
77,15,0.8865384615384615
77,15,0.8788461538461538
77,15,0.9134615384615384
77,15,0.8711538461538462
77,15,0.8865384615384615
77,15,0.8788461538461538
77,15,0.9048387096774193
77,15,0.8519230769230769
77,15,0.8538461538461538
77,15,0.875
77,15,0.875
77,15,0.875
77,15,0.8816666666666667
77,15,0.875
77,15,0.8866666666666667
77,15,0.875
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0.15
78,15,0
79,15,0.58
79,15,0.5454545454545454
79,15,0.8
79,15,0.8772727272727273
79,15,0.8181818181818182
79,15,0.5454545454545454
79,15,0.5454545454545454
79,15,0.5909090909090909
79,15,0.6863636363636364
79,15,0.8636363636363636
79,15,0.8636363636363636
79,15,0.6
79,15,0.79
79,15,0.725
79,15,0.675
79,15,0.58
79,15,0.7125
79,15,0.7291666666666666
79,15,0.8770833333333333
79,15,0.8520833333333333
79,15,0.5454545454545454
79,15,0.81
79,15,0.81
79,15,0.81
79,15,0.81
79,15,0.45
79,15,0.39
79,15,0.45
79,15,0.85
79,15,0.85
79,15,0.45
79,15,0.7333333333333333
79,15,0.7729166666666667
79,15,0.7208333333333333
79,15,0.775
79,15,0.8854166666666666
79,15,0.8604166666666667
79,15,0.605
79,15,0.865
79,15,0.85
80,15,0.9019230769230769
80,15,0.8942307692307693
80,15,0.9107142857142857
80,15,0.9107142857142857
80,15,0.8892857142857142
80,15,0.9107142857142857
80,15,0.9
80,15,0.9035714285714286
80,15,0.9107142857142857
80,15,0.9107142857142857
80,15,0.8589285714285714
80,15,0.9035714285714286
80,15,0.7653846153846153
80,15,0.7730769230769231
80,15,0.6423076923076924
80,15,0.6346153846153846
80,15,0.6423076923076924
80,15,0.6423076923076924
80,15,0.5269230769230769
80,15,0.5269230769230769
81,15,0
81,15,0.15384615384615385
81,15,0.15384615384615385
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0
81,15,0
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0
81,15,0
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0
81,15,0
81,15,0
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0
81,15,0.15384615384615385
81,15,0
81,15,0.15384615384615385
81,15,0
82,15,0.08333333333333333
82,15,0.08333333333333333
82,15,0.08333333333333333
82,15,0.08333333333333333
82,15,0
82,15,0.8923076923076924
82,15,0
82,15,0
82,15,0
82,15,0.07692307692307693
82,15,0.07692307692307693
82,15,0
82,15,0.08333333333333333
82,15,0.08333333333333333
82,15,0.8770833333333333
82,15,0.8666666666666667
82,15,0.08333333333333333
82,15,0.08333333333333333
82,15,0
82,15,0.8923076923076924
83,15,0.8650000138716264
83,15,0.8671428571428571
83,15,0.85
83,15,0.8671428571428571
83,15,0.8542857142857143
83,15,0.8628571428571429
83,15,0.8485714285714285
83,15,0.8557142857142858
83,15,0.9157142857142857
83,15,0.8671428571428571
83,15,0.8771428571428571
83,15,0.8933333333333333
83,15,0.9016666666666666
83,15,0.8633333333333333
83,15,0.8816666666666667
83,15,0.8166666666666667
83,15,0.8133333333333334
83,15,0.82
83,15,0.9183333333333333
83,15,0.85
83,15,0.9183333333333333
83,15,0.82863637750799
83,15,0.82863637750799
83,15,0.8513636502352628
83,15,0.8295454545454546
83,15,0.8377272865988992
83,15,0.8090909090909091
83,15,0.8650000138716264
83,15,0.8613636363636363
83,15,0.8650000138716264
84,15,0.8933333333333333
84,15,0.8933333333333333
84,15,0.888095238095238
84,15,0.8833333333333333
84,15,0.8976190476190476
84,15,0.888095238095238
84,15,0.8861905052548363
84,15,0.888095238095238
84,15,0.8861905052548363
84,15,0.8166666666666667
84,15,0.888095238095238
84,15,0.7866666666666666
84,15,0.8933333333333333
84,15,0.8933333333333333
84,15,0.888095238095238
84,15,0.8933333333333333
84,15,0.8976190476190476
84,15,0.8933333333333333
84,15,0.8933333333333333
84,15,0.8933333333333333
85,15,0.5181818181818182
85,15,0.5181818181818182
85,15,0.5181818181818182
85,15,0.5181818181818182
85,15,0.8909090909090909
85,15,0.8787878787878788
85,15,0.8636363636363636
85,15,0.9090909090909091
85,15,0.4818181818181818
85,15,0.5606060606060606
86,15,0.9083333333333333
86,15,0.9083333333333333
86,15,0.8861111111111111
86,15,0.8861111111111111
86,15,0.921875
86,15,0.921875
86,15,0.921875
